gender,event,medal,athlete,abb,country,grp_id,type,year
Women,Slalom 2,Silver,QUELL Margit,FRG,Unknown,-1,Athletics,1984
Women,Slalom 2,Bronze,AL-ROMI Adelah,KUW,Unknown,-1,Athletics,1984
Women,Slalom 3,Gold,SHIOTA K.,JPN,Unknown,-1,Athletics,1984
Women,Slalom 3,Silver,HADFIELD S.,NZL,Unknown,-1,Athletics,1984
Women,Slalom 3,Bronze,DILORENZO J.,USA,Unknown,-1,Athletics,1984
Women,Slalom 4,Gold,MORIMOTO Masami,JPN,Unknown,-1,Athletics,1984
Women,Slalom 4,Silver,YOSHIDA K.,JPN,Unknown,-1,Athletics,1984
Women,Slalom 4,Bronze,CARLTON Kathryne Lynne,USA,Unknown,-1,Athletics,1984
Women,Slalom 5,Gold,SUGENO K.,JPN,Unknown,-1,Athletics,1984
Women,Slalom 5,Silver,MORITA T.,JPN,Unknown,-1,Athletics,1984
Women,Slalom 5,Bronze,ZAUGG Rosa,SUI,Unknown,-1,Athletics,1984
Women,Slalom (Leg) C2,Gold,MISCIAGNA Laura,CAN,Unknown,-1,Athletics,1984
Women,Slalom (Leg) C2,Silver,BROOKS Maria,GBR,Unknown,-1,Athletics,1984
Women,Slalom (Leg) C2,Bronze,O'KELLY Monica,IRL,Unknown,-1,Athletics,1984
Women,High Jump A6,Gold,BUDDELMEYER Petra,FRG,Unknown,-1,Athletics,1984
Women,High Jump A6,Silver,HOLLEY Julie,USA,Unknown,-1,Athletics,1984
Women,High Jump B1,Gold,WELSBY Catherine,GBR,Unknown,-1,Athletics,1984
Women,High Jump B1,Silver,KROES Vera,NED,Unknown,-1,Athletics,1984
Women,High Jump B1,Bronze,VAN RIJSWIJK Joke,NED,Unknown,-1,Athletics,1984
Women,High Jump B2,Gold,ROWLEY Janet,USA,Unknown,-1,Athletics,1984
Women,High Jump B2,Silver,MURPHY Margaret,AUS,Unknown,-1,Athletics,1984
Women,High Jump B3,Gold,HOUGHTON Melba,USA,Unknown,-1,Athletics,1984
Women,High Jump B3,Silver,ZHAO Jihong,CHN,Unknown,-1,Athletics,1984
Women,Long Jump A2,Gold,WOODBRIDGE Valerie,AUS,Unknown,-1,Athletics,1984
Women,Long Jump A2,Bronze,BARRER Cheril,CAN,Unknown,-1,Athletics,1984
Women,Long Jump A6,Gold,BUDDELMEYER Petra,FRG,Unknown,-1,Athletics,1984
Women,Long Jump A6,Silver,KAUNISTO Paivi,FIN,Unknown,-1,Athletics,1984
Women,Long Jump A6,Bronze,MIELECH Zofia,POL,Unknown,-1,Athletics,1984
Women,Long Jump B1,Gold,VAN RIJSWIJK Joke,NED,Unknown,-1,Athletics,1984
Women,Long Jump B1,Silver,BUSCHBECK Ursula,FRG,Unknown,-1,Athletics,1984
Women,Long Jump B1,Bronze,WELSBY Catherine,GBR,Unknown,-1,Athletics,1984
Women,Long Jump B2,Gold,PING Yali,CHN,Unknown,-1,Athletics,1984
Women,Long Jump B2,Silver,HERMANY Anelise,BRA,Unknown,-1,Athletics,1984
Women,Long Jump B2,Bronze,MURPHY Margaret,AUS,Unknown,-1,Athletics,1984
Women,Long Jump B3,Gold,ZHAO Jihong,CHN,Unknown,-1,Athletics,1984
Women,Long Jump B3,Silver,BISHOP Beth,USA,Unknown,-1,Athletics,1984
Women,Long Jump B3,Bronze,ULLMANN Mona,NOR,Unknown,-1,Athletics,1984
Women,Long Jump C7,Gold,BOGIE Heike,FRG,Unknown,-1,Athletics,1984
Women,Long Jump C7,Silver,ROCHETTE Veronique,FRA,Unknown,-1,Athletics,1984
Women,Long Jump C7,Bronze,BOUW Joanne,CAN,Unknown,-1,Athletics,1984
Women,Long Jump C8,Gold,KOBAYASHI Toshiko,JPN,Unknown,-1,Athletics,1984
Women,Shot Put 1A,Gold,FERRAZ M.,BRA,Unknown,-1,Athletics,1984
Women,Shot Put 1A,Silver,BARGOUTHI Maha,JOR,Unknown,-1,Athletics,1984
Women,Shot Put 1B,Gold,GALLAGHER Rosaleen,IRL,Unknown,-1,Athletics,1984
Women,Shot Put 1B,Silver,BARR Isabel,GBR,Unknown,-1,Athletics,1984
Women,Shot Put 1B,Bronze,NEIL D.,GBR,Unknown,-1,Athletics,1984
Women,Shot Put 1C,Gold,PIEDADE Amintas,BRA,Unknown,-1,Athletics,1984
Women,Shot Put 1C,Silver,ZELMAN Judy,CAN,Unknown,-1,Athletics,1984
Women,Shot Put 1C,Bronze,GUTIERREZ J.,MEX,Unknown,-1,Athletics,1984
Women,Shot Put A1,Gold,DAVIDSON Karen,GBR,Unknown,-1,Athletics,1984
Women,Shot Put A1,Silver,TOMASZEWSKA Barbara,POL,Unknown,-1,Athletics,1984
Women,Shot Put A1,Bronze,NAGAT Gaber Ali,EGY,Unknown,-1,Athletics,1984
Women,Shot Put A2,Gold,BALTA Stephania,CAN,Unknown,-1,Athletics,1984
Women,Shot Put A2,Silver,SMITH Donna,AUS,Unknown,-1,Athletics,1984
Women,Shot Put A2,Bronze,WOODBRIDGE Valerie,AUS,Unknown,-1,Athletics,1984
Women,Shot Put A4,Gold,FARMER Karen,USA,Unknown,-1,Athletics,1984
Women,Shot Put A4,Silver,MAKELA Liisa,FIN,Unknown,-1,Athletics,1984
Women,Shot Put A6,Gold,MIELECH Zofia,POL,Unknown,-1,Athletics,1984
Women,Shot Put A6,Silver,JOSCELYNE Barbara,GBR,Unknown,-1,Athletics,1984
Women,Shot Put B1,Gold,KROES Vera,NED,Unknown,-1,Athletics,1984
Women,Shot Put B1,Silver,BOHNING Ilse,FRG,Unknown,-1,Athletics,1984
Women,Shot Put B1,Bronze,OTTO-LANGE Brigitte,FRG,Unknown,-1,Athletics,1984
Women,Shot Put B2,Gold,ROWLEY Janet,USA,Unknown,-1,Athletics,1984
Women,Shot Put B2,Silver,MESSAGE Michelle,GBR,Unknown,-1,Athletics,1984
Women,Shot Put B2,Bronze,BERGHOFER Gabriele,AUT,Unknown,-1,Athletics,1984
Women,Shot Put B3,Gold,VAHAMAA Merja,FIN,Unknown,-1,Athletics,1984
Women,Shot Put B3,Silver,HANSSON-BOE Maria,SWE,Unknown,-1,Athletics,1984
Women,Shot Put B3,Bronze,ULLMANN Mona,NOR,Unknown,-1,Athletics,1984
Women,Shot Put C2,Gold,SWANN Anne,GBR,Unknown,-1,Athletics,1984
Women,Shot Put C2,Silver,SMITH Valerie,GBR,Unknown,-1,Athletics,1984
Women,Shot Put C2,Bronze,O'KELLY Monica,IRL,Unknown,-1,Athletics,1984
Women,Shot Put C3,Gold,FYFE Linda,GBR,Unknown,-1,Athletics,1984
Women,Shot Put C3,Silver,CHICO Gaxiola Goerne,MEX,Unknown,-1,Athletics,1984
Women,Shot Put C3,Bronze,KEILY Jennifer,IRL,Unknown,-1,Athletics,1984
Women,Shot Put C4,Gold,BOUWMEESTER Ans,NED,Unknown,-1,Athletics,1984
Women,Shot Put C4,Silver,STEVENSON Susan,GBR,Unknown,-1,Athletics,1984
Women,Shot Put C4,Bronze,HILDERLEY Helen,GBR,Unknown,-1,Athletics,1984
Women,Shot Put C5,Gold,COOK Denise,NZL,Unknown,-1,Athletics,1984
Women,Shot Put C5,Silver,PETERS Jane,GBR,Unknown,-1,Athletics,1984
Women,Shot Put C5,Bronze,JOHNSON Martha,CAN,Unknown,-1,Athletics,1984
Women,Shot Put C6,Gold,CLOONAN Morna,IRL,Unknown,-1,Athletics,1984
Women,Shot Put C6,Silver,KYFFIN Amanda,GBR,Unknown,-1,Athletics,1984
Women,Shot Put C6,Bronze,KARLSEN Tone,NOR,Unknown,-1,Athletics,1984
Women,Shot Put C7,Gold,BOUW Joanne,CAN,Unknown,-1,Athletics,1984
Women,Shot Put C7,Silver,LARSEN Birte Oddny,NOR,Unknown,-1,Athletics,1984
Women,Shot Put C7,Bronze,ROELOFSEN Mieke,NED,Unknown,-1,Athletics,1984
Women,Shot Put C8,Gold,ROBERTS Ann Marie,USA,Unknown,-1,Athletics,1984
Women,Shot Put C8,Silver,WESTRATE Dinie,NED,Unknown,-1,Athletics,1984
Women,Shot Put C8,Bronze,HEARN Deborah,USA,Unknown,-1,Athletics,1984
Women,Shot Put L2,Gold,HOTCHIN Irene,GBR,Unknown,-1,Athletics,1984
Women,Shot Put L2,Silver,MCCANN Mary,GBR,Unknown,-1,Athletics,1984
Women,Shot Put L2,Bronze,BARANSKI Mary Lou,USA,Unknown,-1,Athletics,1984
Women,Shot Put L3,Gold,WHITE Kim,GBR,Unknown,-1,Athletics,1984
Women,Shot Put L3,Silver,CALDWELL Twyanna,USA,Unknown,-1,Athletics,1984
Women,Shot Put L5,Gold,MARSHALL Rachael,TTO,Unknown,-1,Athletics,1984
Women,Shot Put L5,Silver,KIRALY Jozsafine,HUN,Unknown,-1,Athletics,1984
Women,Shot Put L5,Bronze,SOLMARI Liisa,FIN,Unknown,-1,Athletics,1984
Women,Shot Put 2,Gold,POLLET Marie Line,BEL,Unknown,-1,Athletics,1984
Women,Shot Put 2,Silver,AL-ROMI Adelah,KUW,Unknown,-1,Athletics,1984
Women,Shot Put 2,Bronze,DODRILL Christina,IRL,Unknown,-1,Athletics,1984
Women,Shot Put 3,Gold,RIPLEY Dorothy,GBR,Unknown,-1,Athletics,1984
Women,Shot Put 3,Silver,MILINKOVIC Milka,YUG,Unknown,-1,Athletics,1984
Women,Shot Put 3,Bronze,HAGENLOCHER Waltraud,FRG,Unknown,-1,Athletics,1984
Women,Shot Put 4,Gold,BARTHEIEL M.,FRG,Unknown,-1,Athletics,1984
Women,Shot Put 4,Silver,HARASIMCZUK Lilia,POL,Unknown,-1,Athletics,1984
Women,Shot Put 4,Bronze,LAPORNIK D.,YUG,Unknown,-1,Athletics,1984
Women,Shot Put 5,Gold,MUNKER Elka,FRG,Unknown,-1,Athletics,1984
Women,Shot Put 5,Silver,RUBIN-ROSENBAUM Zipora,ISR,Unknown,-1,Athletics,1984
Women,Shot Put 5,Bronze,PRIEUR Martine,FRA,Unknown,-1,Athletics,1984
Women,Discus Throw 1B,Gold,GUSTAFSON M.,CAN,Unknown,-1,Athletics,1984
Women,Discus Throw 1B,Silver,BARR Isabel,GBR,Unknown,-1,Athletics,1984
Women,Discus Throw 1B,Bronze,GALLAGHER Rosaleen,IRL,Unknown,-1,Athletics,1984
Women,Discus Throw 1C,Gold,GUTIERREZ J.,MEX,Unknown,-1,Athletics,1984
Women,Discus Throw 1C,Silver,PIEDADE Amintas,BRA,Unknown,-1,Athletics,1984
Women,Discus Throw A1,Gold,TOMASZEWSKA Barbara,POL,Unknown,-1,Athletics,1984
Women,Discus Throw A1,Silver,DAVIDSON Karen,GBR,Unknown,-1,Athletics,1984
Women,Discus Throw A1,Bronze,NAGAT Gaber Ali,EGY,Unknown,-1,Athletics,1984
Women,Discus Throw A2,Gold,BALTA Stephania,CAN,Unknown,-1,Athletics,1984
Women,Discus Throw A2,Silver,WOODBRIDGE Valerie,AUS,Unknown,-1,Athletics,1984
Women,Discus Throw A2,Bronze,SMITH Donna,AUS,Unknown,-1,Athletics,1984
Women,Discus Throw A4,Gold,FARMER Karen,USA,Unknown,-1,Athletics,1984
Women,Discus Throw A4,Silver,MAKELA Liisa,FIN,Unknown,-1,Athletics,1984
Women,Discus Throw A6,Gold,JOSCELYNE Barbara,GBR,Unknown,-1,Athletics,1984
Women,Discus Throw A6,Silver,MIELECH Zofia,POL,Unknown,-1,Athletics,1984
Women,Discus Throw A6,Bronze,WANG Shuyun,CHN,Unknown,-1,Athletics,1984
Women,Discus Throw B1,Gold,OTTO-LANGE Brigitte,FRG,Unknown,-1,Athletics,1984
Women,Discus Throw B1,Silver,GERSTENBERGER Rita,GDR,Unknown,-1,Athletics,1984
Women,Discus Throw B1,Bronze,NAGLA Abdulla,EGY,Unknown,-1,Athletics,1984
Women,Discus Throw B2,Gold,ROWLEY Janet,USA,Unknown,-1,Athletics,1984
Women,Discus Throw B2,Silver,MESSAGE Michelle,GBR,Unknown,-1,Athletics,1984
Women,Discus Throw B2,Bronze,HONISCH Renata,AUT,Unknown,-1,Athletics,1984
Women,Discus Throw C3,Gold,PIERCE Cecelia,USA,Unknown,-1,Athletics,1984
Women,Discus Throw C3,Silver,LYONS Manyon,USA,Unknown,-1,Athletics,1984
Women,Discus Throw C3,Bronze,TROTMAN Anne,GBR,Unknown,-1,Athletics,1984
Women,Discus Throw C4,Gold,BOUWMEESTER Ans,NED,Unknown,-1,Athletics,1984
Women,Discus Throw C4,Silver,BLALARK Joan,USA,Unknown,-1,Athletics,1984
Women,Discus Throw C4,Bronze,HILDERLEY Helen,GBR,Unknown,-1,Athletics,1984
Women,Discus Throw C5,Gold,COOK Denise,NZL,Unknown,-1,Athletics,1984
Women,Discus Throw C5,Silver,PETERS Jane,GBR,Unknown,-1,Athletics,1984
Women,Discus Throw C5,Bronze,SMITH Susan,CAN,Unknown,-1,Athletics,1984
Women,Discus Throw C6,Gold,KYFFIN Amanda,GBR,Unknown,-1,Athletics,1984
Women,Discus Throw C6,Silver,KARLSEN Tone,NOR,Unknown,-1,Athletics,1984
Women,Discus Throw C6,Bronze,COLEMAN Shirley,USA,Unknown,-1,Athletics,1984
Women,Discus Throw C7,Gold,ANDREY Zita,SUI,Unknown,-1,Athletics,1984
Women,Discus Throw C7,Silver,ROELOFSEN Mieke,NED,Unknown,-1,Athletics,1984
Women,Discus Throw C7,Bronze,BOUW Joanne,CAN,Unknown,-1,Athletics,1984
Women,Discus Throw C8,Gold,ROBERTS Ann Marie,USA,Unknown,-1,Athletics,1984
Women,Discus Throw C8,Silver,WESTRATE Dinie,NED,Unknown,-1,Athletics,1984
Women,Discus Throw L2,Gold,MCCANN Mary,GBR,Unknown,-1,Athletics,1984
Women,Discus Throw L2,Silver,HOTCHIN Irene,GBR,Unknown,-1,Athletics,1984
Women,Discus Throw L2,Bronze,BARANSKI Mary Lou,USA,Unknown,-1,Athletics,1984
Women,Discus Throw L3,Gold,WHITE Kim,GBR,Unknown,-1,Athletics,1984
Women,Discus Throw L3,Silver,CALDWELL Twyanna,USA,Unknown,-1,Athletics,1984
Women,Discus Throw L5,Gold,SOLMARI Liisa,FIN,Unknown,-1,Athletics,1984
Women,Discus Throw L5,Silver,KIRALY Jozsafine,HUN,Unknown,-1,Athletics,1984
Women,Discus Throw L5,Bronze,MCDADE Dawn,GBR,Unknown,-1,Athletics,1984
Women,Discus Throw L6,Gold,HEALD Margaret,GBR,Unknown,-1,Athletics,1984
Women,Discus Throw L6,Silver,KOGELBAUER Doris,AUT,Unknown,-1,Athletics,1984
Women,Discus Throw 2,Gold,AL-ROMI Adelah,KUW,Unknown,-1,Athletics,1984
Women,Discus Throw 2,Silver,POLLET Marie Line,BEL,Unknown,-1,Athletics,1984
Women,Discus Throw 2,Bronze,OWCZARCZYK Krystyna,POL,Unknown,-1,Athletics,1984
Women,Discus Throw 3,Gold,DUNNE Cathy,IRL,Unknown,-1,Athletics,1984
Women,Discus Throw 3,Silver,RIPLEY Dorothy,GBR,Unknown,-1,Athletics,1984
Women,Discus Throw 3,Bronze,HAGENLOCHER Waltraud,FRG,Unknown,-1,Athletics,1984
Women,Discus Throw 4,Gold,CARLTON Kathryne Lynne,USA,Unknown,-1,Athletics,1984
Women,Discus Throw 4,Silver,HARASIMCZUK Lilia,POL,Unknown,-1,Athletics,1984
Women,Discus Throw 4,Bronze,BARTHEIEL M.,FRG,Unknown,-1,Athletics,1984
Women,Discus Throw 5,Gold,PRIEUR Martine,FRA,Unknown,-1,Athletics,1984
Women,Discus Throw 5,Silver,MUNKER Elka,FRG,Unknown,-1,Athletics,1984
Women,Discus Throw 5,Bronze,NDLOVU M.,ZIM,Unknown,-1,Athletics,1984
Women,Discus Throw 6,Gold,RUBIN-ROSENBAUM Zipora,ISR,Unknown,-1,Athletics,1984
Women,Discus Throw 6,Silver,MORGAN Christine,BAH,Unknown,-1,Athletics,1984
Women,Javelin 1B,Gold,NEIL D.,GBR,Unknown,-1,Athletics,1984
Women,Javelin 1B,Silver,GALLAGHER Rosaleen,IRL,Unknown,-1,Athletics,1984
Women,Javelin 1B,Bronze,MUKUYA R.,ZIM,Unknown,-1,Athletics,1984
Women,Javelin 1C,Gold,PIEDADE Amintas,BRA,Unknown,-1,Athletics,1984
Women,Javelin 1C,Silver,GUTIERREZ J.,MEX,Unknown,-1,Athletics,1984
Women,Javelin 1C,Bronze,ZELMAN Judy,CAN,Unknown,-1,Athletics,1984
Women,Javelin A1,Gold,NAGAT Gaber Ali,EGY,Unknown,-1,Athletics,1984
Women,Javelin A1,Silver,TOMASZEWSKA Barbara,POL,Unknown,-1,Athletics,1984
Women,Javelin A1,Bronze,DAVIDSON Karen,GBR,Unknown,-1,Athletics,1984
Women,Javelin A2,Gold,SMITH Donna,AUS,Unknown,-1,Athletics,1984
Women,Javelin A2,Silver,BALTA Stephania,CAN,Unknown,-1,Athletics,1984
Women,Javelin A2,Bronze,WILLIAMSON Melody,USA,Unknown,-1,Athletics,1984
Women,Javelin A4,Gold,FARRELL Anne,CAN,Unknown,-1,Athletics,1984
Women,Javelin A4,Silver,FARMER Karen,USA,Unknown,-1,Athletics,1984
Women,Javelin A4,Bronze,MAKELA Liisa,FIN,Unknown,-1,Athletics,1984
Women,Javelin A6,Gold,MIELECH Zofia,POL,Unknown,-1,Athletics,1984
Women,Javelin A6,Silver,WANG Shuyun,CHN,Unknown,-1,Athletics,1984
Women,Javelin B1,Gold,MOORES Janice,GBR,Unknown,-1,Athletics,1984
Women,Javelin B1,Silver,BOHNING Ilse,FRG,Unknown,-1,Athletics,1984
Women,Javelin B1,Bronze,GERSTENBERGER Rita,GDR,Unknown,-1,Athletics,1984
Women,Javelin B2,Gold,HELMACY Karen,USA,Unknown,-1,Athletics,1984
Women,Javelin B2,Silver,CLARK Mary,GBR,Unknown,-1,Athletics,1984
Women,Javelin B2,Bronze,ROWLEY Janet,USA,Unknown,-1,Athletics,1984
Women,Javelin B3,Gold,JOHNSON Lori,USA,Unknown,-1,Athletics,1984
Women,Javelin B3,Silver,ULLMANN Mona,NOR,Unknown,-1,Athletics,1984
Women,Javelin B3,Bronze,VAHAMAA Merja,FIN,Unknown,-1,Athletics,1984
Women,Javelin C3,Gold,FYFE Linda,GBR,Unknown,-1,Athletics,1984
Women,Javelin C3,Silver,TROTMAN Anne,GBR,Unknown,-1,Athletics,1984
Women,Javelin C3,Bronze,CHICO Gaxiola Goerne,MEX,Unknown,-1,Athletics,1984
Women,Javelin C4,Gold,STEVENSON Susan,GBR,Unknown,-1,Athletics,1984
Women,Javelin C4,Silver,HILDERLEY Helen,GBR,Unknown,-1,Athletics,1984
Women,Javelin C5,Gold,PETERS Jane,GBR,Unknown,-1,Athletics,1984
Women,Javelin C5,Silver,COOK Denise,NZL,Unknown,-1,Athletics,1984
Women,Javelin C5,Bronze,SMITH Susan,CAN,Unknown,-1,Athletics,1984
Women,Javelin C6,Gold,KARLSEN Tone,NOR,Unknown,-1,Athletics,1984
Women,Javelin C6,Silver,SCHMIDT Susanne,DEN,Unknown,-1,Athletics,1984
Women,Javelin C6,Bronze,KYFFIN Amanda,GBR,Unknown,-1,Athletics,1984
Women,Javelin C7,Gold,BOUW Joanne,CAN,Unknown,-1,Athletics,1984
Women,Javelin C7,Silver,WARD Theresa,IRL,Unknown,-1,Athletics,1984
Women,Javelin C7,Bronze,LARSEN Birte Oddny,NOR,Unknown,-1,Athletics,1984
Women,Javelin C8,Gold,GOODRICH Judy,CAN,Unknown,-1,Athletics,1984
Women,Javelin C8,Silver,HEARN Deborah,USA,Unknown,-1,Athletics,1984
Women,Javelin C8,Bronze,WESTRATE Dinie,NED,Unknown,-1,Athletics,1984
Women,Javelin L2,Gold,MCCANN Mary,GBR,Unknown,-1,Athletics,1984
Women,Javelin L2,Silver,BARANSKI Mary Lou,USA,Unknown,-1,Athletics,1984
Women,Javelin L3,Gold,WHITE Kim,GBR,Unknown,-1,Athletics,1984
Women,Javelin L3,Silver,CALDWELL Twyanna,USA,Unknown,-1,Athletics,1984
Women,Javelin L5,Gold,MARSHALL Rachael,TTO,Unknown,-1,Athletics,1984
Women,Javelin L5,Silver,KIRALY Jozsafine,HUN,Unknown,-1,Athletics,1984
Women,Javelin L5,Bronze,SOLMARI Liisa,FIN,Unknown,-1,Athletics,1984
Women,Javelin 2,Gold,OWCZARCZYK Krystyna,POL,Unknown,-1,Athletics,1984
Women,Javelin 2,Silver,QUELL Margit,FRG,Unknown,-1,Athletics,1984
Women,Javelin 2,Bronze,HOUK Annette,USA,Unknown,-1,Athletics,1984
Women,Javelin 3,Gold,MILINKOVIC Milka,YUG,Unknown,-1,Athletics,1984
Women,Javelin 3,Silver,RIPLEY Dorothy,GBR,Unknown,-1,Athletics,1984
Women,Javelin 3,Bronze,WANJIRU Lucy,KEN,Unknown,-1,Athletics,1984
Women,Javelin 4,Gold,DOWLING J.,AUS,Unknown,-1,Athletics,1984
Women,Javelin 4,Silver,CARLTON Kathryne Lynne,USA,Unknown,-1,Athletics,1984
Women,Javelin 4,Bronze,HARASIMCZUK Lilia,POL,Unknown,-1,Athletics,1984
Women,Javelin 5,Gold,RUBIN-ROSENBAUM Zipora,ISR,Unknown,-1,Athletics,1984
Women,Javelin 5,Silver,PRIEUR Martine,FRA,Unknown,-1,Athletics,1984
Women,Javelin 5,Bronze,MUNKER Elka,FRG,Unknown,-1,Athletics,1984
Women,Club Throw C2,Gold,SMITH Valerie,GBR,Unknown,-1,Athletics,1984
Women,Club Throw C2,Silver,SPITZLEY Jane,USA,Unknown,-1,Athletics,1984
Women,Club Throw C2,Bronze,O'KELLY Monica,IRL,Unknown,-1,Athletics,1984
Women,Club Throw C3,Gold,HARPER Aileen,GBR,Unknown,-1,Athletics,1984
Women,Club Throw C3,Silver,TROTMAN Anne,GBR,Unknown,-1,Athletics,1984
Women,Club Throw C3,Bronze,FYFE Linda,GBR,Unknown,-1,Athletics,1984
Women,Club Throw C4,Gold,BLALARK Joan,USA,Unknown,-1,Athletics,1984
Women,Club Throw C4,Silver,STEVENSON Susan,GBR,Unknown,-1,Athletics,1984
Women,Club Throw C4,Bronze,HILDERLEY Helen,GBR,Unknown,-1,Athletics,1984
Women,Club Throw C5,Gold,PETERS Jane,GBR,Unknown,-1,Athletics,1984
Women,Club Throw C5,Silver,COOK Denise,NZL,Unknown,-1,Athletics,1984
Women,Club Throw C5,Bronze,KNAPPER Paula,GBR,Unknown,-1,Athletics,1984
Women,Club Throw C6,Gold,SCHMIDT Susanne,DEN,Unknown,-1,Athletics,1984
Women,Club Throw C6,Silver,CLOONAN Morna,IRL,Unknown,-1,Athletics,1984
Women,Club Throw C6,Bronze,KARLSEN Tone,NOR,Unknown,-1,Athletics,1984
Women,Club Throw L1,Gold,BARKER Lisa,GBR,Unknown,-1,Athletics,1984
Women,Distance Throw C1,Gold,GAYNOR Maureen,USA,Unknown,-1,Athletics,1984
Women,Distance Throw C1,Silver,LITTLE Amanda Beverley,GBR,Unknown,-1,Athletics,1984
Women,Distance Throw C1,Bronze,WILLOWS Debbie,CAN,Unknown,-1,Athletics,1984
Women,Distance Throw C2,Gold,SWANN Anne,GBR,Unknown,-1,Athletics,1984
Women,Distance Throw C2,Silver,BROOKS Maria,GBR,Unknown,-1,Athletics,1984
Women,Distance Throw C2,Bronze,LAHMAN Harriet,CAN,Unknown,-1,Athletics,1984
Women,Precision Throw C1,Gold,LITTLE Amanda Beverley,GBR,Unknown,-1,Athletics,1984
Women,Precision Throw C1,Silver,WILLOWS Debbie,CAN,Unknown,-1,Athletics,1984
Women,Medicine Ball Thrust C2,Gold,SWANN Anne,GBR,Unknown,-1,Athletics,1984
Women,Medicine Ball Thrust C2,Silver,BROOKS Maria,GBR,Unknown,-1,Athletics,1984
Women,Medicine Ball Thrust C2,Bronze,LAHMAN Harriet,CAN,Unknown,-1,Athletics,1984
Women,Pentathlon B1,Gold,HEGER Margaret,AUT,Unknown,-1,Athletics,1984
Women,Pentathlon B2,Gold,BERGHOFER Gabriele,AUT,Unknown,-1,Athletics,1984
Women,Pentathlon B2,Silver,HONISCH Renata,AUT,Unknown,-1,Athletics,1984
Women,Pentathlon B2,Bronze,CLARK Mary,GBR,Unknown,-1,Athletics,1984
Women,Pentathlon B3,Gold,ULLMANN Mona,NOR,Unknown,-1,Athletics,1984
Women,Pentathlon B3,Silver,GRIGIO Agnese,ITA,Unknown,-1,Athletics,1984
Women,Pentathlon 2,Gold,POLLET Marie Line,BEL,Unknown,-1,Athletics,1984
Women,Pentathlon 2,Silver,HILL Patricia,NZL,Unknown,-1,Athletics,1984
Women,Pentathlon 2,Bronze,QUELL Margit,FRG,Unknown,-1,Athletics,1984
Women,Pentathlon 3,Gold,HADFIELD S.,NZL,Unknown,-1,Athletics,1984
Women,Pentathlon 3,Silver,HAGENLOCHER Waltraud,FRG,Unknown,-1,Athletics,1984
Women,Pentathlon 3,Bronze,RUSSELL Julie,AUS,Unknown,-1,Athletics,1984
Women,Pentathlon 4,Gold,CARLTON Kathryne Lynne,USA,Unknown,-1,Athletics,1984
Women,Pentathlon 4,Silver,HARASIMCZUK Lilia,POL,Unknown,-1,Athletics,1984
Women,Pentathlon 4,Bronze,BARTHEIEL M.,FRG,Unknown,-1,Athletics,1984
Women,Pentathlon 5,Gold,SOTO Juana,MEX,Unknown,-1,Athletics,1984
Women,Pentathlon 5,Silver,MUNKER Elka,FRG,Unknown,-1,Athletics,1984
Women,Pentathlon 5,Bronze,CINEROS B.,MEX,Unknown,-1,Athletics,1984
Women,Pentathlon 6,Gold,PRIEUR Martine,FRA,Unknown,-1,Athletics,1984
Women,Pentathlon 6,Silver,RUBIN-ROSENBAUM Zipora,ISR,Unknown,-1,Athletics,1984
Women,Pentathlon 6,Bronze,MORGAN Christine,BAH,Unknown,-1,Athletics,1984
Mixed,3X60 M C2-3,Gold,United States of America,USA,Unknown,-1,Athletics,1984
Mixed,3X60 M C2-3,Silver,Canada,CAN,Unknown,-1,Athletics,1984
Mixed,3X60 M C2-3,Bronze,Great Britain,GBR,Unknown,-1,Athletics,1984
Men,100 M B1,Bronze,BIDZINSKI Stefan,POL,Unknown,-1,Athletics,1984
Men,400 M B2,Silver,ODZAKOVIC Ramo,YUG,Unknown,-1,Athletics,1984
Men,High Jump A2,Silver,BOTTEMANNE Bert,NED,Unknown,-1,Athletics,1984
Men,High Jump A3,Silver,AUNG Gyi,BIR,Unknown,-1,Athletics,1984
Men,High Jump A4,Silver,HOGGAN James,AUS,Unknown,-1,Athletics,1984
Men,High Jump A5,Silver,TIESSEN Jeff,CAN,Unknown,-1,Athletics,1984
Men,High Jump A6,Silver,HOLCOMBE Brett,AUS,Unknown,-1,Athletics,1984
Men,High Jump B3,Bronze,LAWTON Warren,AUS,Unknown,-1,Athletics,1984
Men,Long Jump B2,Gold,OZAKI Mineho,JPN,Unknown,-1,Athletics,1984
Men,Shot Put B1,Silver,BENGSTON Jan,NOR,Unknown,-1,Athletics,1984
Women,Long Jump A2,Gold,DICKS Evelyn,GBR,Unknown,-1,Athletics,1984
Women,Precision Throw C1,Silver,DEMAROIS Candy,USA,Unknown,-1,Athletics,1984
Men,4X100 M 1A-1C,Gold,Unknown,USA,United States of America,1,Athletics,1984
Men,4X100 M 1A-1C,Silver,KAISER Werner,SUI,Switzerland,1,Athletics,1984
Men,4X100 M 1A-1C,Silver,KUESCHALL Rainer,SUI,Switzerland,2,Athletics,1984
Men,4X100 M 1A-1C,Silver,SCHMID Peter,SUI,Switzerland,3,Athletics,1984
Men,4X100 M 1A-1C,Silver,WALTER Eric,SUI,Switzerland,4,Athletics,1984
Men,4X100 M 1A-1C,Bronze,Unknown,AUS,Australia,1,Athletics,1984
Men,4X100 M A4-9,Gold,Unknown,AUS,Australia,1,Athletics,1984
